Date,Close ,Open,Hign,Low,Volume,Percent
2013年1月4日,680.25,688,692.25,679.5,126.51K,-1.31%
2013年1月3日,689.25,690.75,694.75,685,108.07K,-0.22%
2013年1月2日,690.75,706.25,707.25,687.75,110.79K,-1.07%
2012年12月31日,698.25,694,701.5,689.25,62.12K,0.74%
2012年12月30日,693.13,694.13,694.13,692.88,-,-0.13%
2012年12月28日,694,691.75,696.25,688.75,62.76K,0.36%
2012年12月27日,691.5,693.25,695.5,689.25,64.28K,-0.25%
2012年12月26日,693.25,705,706.25,692.25,59.32K,-1.56%
2012年12月24日,704.25,703,707.25,700.5,21.07K,0.05%
2012年12月23日,703.88,703.13,706.13,703.13,-,0.27%
2012年12月21日,702,697,704.75,696.75,67.20K,0.79%
2012年12月20日,696.5,704,705,687.5,160.19K,-0.92%
2012年12月19日,703,721.25,723,701.5,158.53K,-2.36%
2012年12月18日,720,724,725.75,715.25,83.59K,-0.55%
2012年12月17日,724,732,734.75,721.25,85.03K,-0.99%
2012年12月16日,731.25,732.63,734.63,730.13,-,1.74%
2012年12月14日,718.75,711.5,720,710.25,0.78K,0.91%
2012年12月13日,712.25,721,724,709.25,2.35K,-1.21%
2012年12月12日,721,724.25,727.25,716.25,2.34K,-0.45%
2012年12月11日,724.25,727,731.25,720,3.07K,-0.34%
2012年12月10日,726.75,731,732.25,721,3.98K,-0.90%
2012年12月9日,733.38,735.13,736.13,733.13,-,0.09%
2012年12月7日,732.75,748,749,731.5,4.65K,-2.01%
2012年12月6日,747.75,752.75,753.5,744.5,3.38K,-0.73%
2012年12月5日,753.25,747,754.75,745.5,8.85K,0.90%
2012年12月4日,746.5,749,751.5,741,8.86K,-0.33%
2012年12月3日,749,752,759,744.25,12.17K,-0.61%
2012年12月2日,753.63,753.63,753.63,753.63,-,0.75%
2012年11月30日,748,752.5,752.5,742,44.92K,-0.47%
2012年11月29日,751.5,759,763,751,128.07K,-1.15%
2012年11月28日,760.25,758.75,763.25,754.75,111.67K,0.03%
2012年11月27日,760,746.5,760.25,746.5,142.39K,1.71%
2012年11月26日,747.25,744.75,753,741.75,133.41K,-0.12%
2012年11月25日,748.13,748.75,749.38,746.25,-,0.35%
2012年11月23日,745.5,746.25,749,743.25,62.19K,0.61%
2012年11月21日,741,743,747,738,108.01K,-0.30%
2012年11月20日,743.25,738.75,747.25,734.25,145.85K,0.61%
2012年11月19日,738.75,726.5,741.25,726.25,156.75K,1.37%
2012年11月18日,728.75,726.25,729.5,726.25,-,0.24%
2012年11月16日,727,721.25,729.75,711,162.45K,0.80%
2012年11月15日,721.25,725.75,727.75,720.25,112.56K,-0.62%
2012年11月14日,725.75,723,729.25,720.25,153.65K,0.31%
2012年11月13日,723.5,717.5,725.75,710.5,232.44K,0.77%
2012年11月12日,718,736.75,743.5,712.5,260.97K,-2.76%
2012年11月11日,738.38,736.63,739.88,736.38,-,-0.05%
2012年11月9日,738.75,741,755,733.5,260.27K,-0.34%
2012年11月8日,741.25,744.5,748,740.5,154.25K,-0.40%
2012年11月7日,744.25,740.5,751.75,734,179.05K,0.44%
2012年11月6日,741,735.5,741.5,735.5,118.11K,0.75%
2012年11月5日,735.5,737.5,745,733,123.79K,-0.59%
2012年11月4日,739.88,737.75,741,736.63,-,0.05%
2012年11月2日,739.5,750,751.5,736,175.13K,-1.53%
2012年11月1日,751,755.5,763.25,750,161.18K,-0.63%
2012年10月31日,755.75,741.75,757.75,741.75,180.26K,1.89%
2012年10月30日,741.75,737.25,743.75,736,105.87K,0.64%
2012年10月29日,737,737,746,732.5,86.08K,0.26%
2012年10月28日,735.13,736.88,737.63,735.13,-,-0.36%
2012年10月26日,737.75,742,744.75,737,112.04K,-0.57%
2012年10月25日,742,753.5,757.5,740.75,147.41K,-1.66%
2012年10月24日,754.5,756,763.5,751.5,157.21K,-0.20%
2012年10月23日,756,761,762.5,749.5,130.33K,-0.69%
2012年10月22日,761.25,761,767,758.75,81.10K,0.08%
2012年10月21日,760.63,761,762.38,759,-,-0.11%
2012年10月19日,761.5,760.75,769,758.25,138.75K,0.10%
2012年10月18日,760.75,745.25,762,744.5,141.24K,2.05%
2012年10月17日,745.5,738,746.25,736.25,81.08K,0.98%
2012年10月16日,738.25,737.75,745.25,735,105.94K,0.14%
2012年10月15日,737.25,751.5,751.5,732.5,123.03K,-0.99%
2012年10月14日,744.63,751.88,751.88,743.25,-,-1.08%
2012年10月12日,752.75,772,772.75,749.5,148.85K,-2.65%
2012年10月11日,773.25,736.5,776,733.75,249.95K,4.95%
2012年10月10日,736.75,742,743.5,732.25,120.75K,-0.71%
2012年10月9日,742,741.75,748.5,740.25,94.82K,0.00%
2012年10月8日,742,747,748,740,93.17K,-0.40%
2012年10月7日,745,747.63,747.63,742.63,-,-0.40%
2012年10月5日,748,756.5,758.25,746.25,107.83K,-1.19%
2012年10月4日,757,756.5,767.5,753,115.90K,0.03%
2012年10月3日,756.75,757.75,763.5,747,172.28K,-0.20%
2012年10月2日,758.25,756.5,760,746,132.14K,0.20%
2012年10月1日,756.75,760.25,768.5,751.5,169.21K,-0.79%
2012年9月30日,762.75,760.38,767.88,758.75,-,0.86%
2012年9月28日,756.25,716.5,756.25,705,220.63K,5.58%
2012年9月27日,716.25,725,726.75,711.5,166.28K,-1.17%
2012年9月26日,724.75,743.25,744.75,722.5,167.92K,-2.55%
2012年9月25日,743.75,743.5,749.25,739,89.28K,-0.13%
2012年9月24日,744.75,746.75,751.25,736.25,118.91K,-0.37%
2012年9月23日,747.5,746.88,751.13,746.63,-,-0.10%
2012年9月21日,748.25,745.5,754.5,744.5,128.16K,0.30%
2012年9月20日,746,755,757.5,739,161.68K,-1.39%
2012年9月19日,756.5,740.25,759.25,739.5,141.54K,2.23%
2012年9月18日,740,748.25,754,739,172.65K,-1.07%
2012年9月17日,748,780.75,781,747,160.25K,-3.59%
2012年9月16日,775.88,780.63,780.63,775.38,-,-0.21%
2012年9月14日,777.5,776.5,792,775.5,0.39K,0.10%
2012年9月13日,776.75,768.25,778,766.25,1.12K,0.75%
2012年9月12日,771,782.5,786.25,761.5,1.61K,-1.44%
2012年9月11日,782.25,781,786,778.25,2.09K,0.16%
2012年9月10日,781,793.5,800.75,779,2.69K,-2.02%
2012年9月9日,797.13,798.13,799.38,793.63,-,0.27%
2012年9月7日,795,795,801.25,790,3.00K,-0.28%
2012年9月6日,797.25,792,800.25,787.25,3.78K,0.95%
2012年9月5日,789.75,805.5,807.25,789,8.44K,-2.14%
2012年9月4日,807,805,818.25,800,4.71K,0.53%
2012年8月31日,802.75,811,813.75,796,12.64K,-1.08%
2012年8月30日,811.5,810.75,819,807,51.00K,0.15%
2012年8月29日,810.25,789.75,812,787.75,53.93K,2.63%
2012年8月28日,789.5,795,798.75,788.25,57.01K,-0.63%
2012年8月27日,794.5,806.25,811,794,40.55K,-2.37%
2012年8月26日,813.75,813.38,815.63,808.88,-,1.43%
2012年8月24日,802.25,808.5,817,800,56.73K,-0.80%
2012年8月23日,808.75,829.5,833.75,805,71.18K,-2.59%
2012年8月22日,830.25,830.25,834,822.75,59.19K,-0.12%
2012年8月21日,831.25,814.75,832.5,813.5,56.27K,1.96%
2012年8月20日,815.25,799,817.5,798.75,65.49K,1.56%
2012年8月19日,802.75,799.5,804.63,799.25,-,0.53%
2012年8月17日,798.5,796,804.5,793.5,57.49K,0.09%
2012年8月16日,797.75,793.5,801,789.5,53.11K,0.47%
2012年8月15日,794,780,796.25,778,83.10K,1.83%
2012年8月14日,779.75,784.75,790.5,777.75,53.70K,-0.38%
2012年8月13日,782.75,799,804.5,776.75,122.37K,-1.94%
2012年8月12日,798.25,799.13,804.5,795.88,-,-0.22%
2012年8月10日,800,817.5,843.75,799.25,138.20K,-2.23%
2012年8月9日,818.25,810,826,810,113.78K,0.93%
2012年8月8日,810.75,795.25,812,787.75,99.52K,1.85%
2012年8月7日,796,801,807.25,792.25,82.50K,-0.87%
2012年8月6日,803,803.25,807.75,793,58.54K,-0.05%
2012年8月5日,803.38,803.13,806.38,793.25,-,-0.82%
2012年8月3日,810,794,817.5,787,61.33K,2.02%
2012年8月2日,794,803,808.5,784.25,68.54K,-0.81%
2012年8月1日,800.5,806.5,818,782.25,84.27K,-0.74%
2012年7月31日,806.5,819,825,805.25,76.76K,-1.65%
2012年7月30日,820,801,823,799.75,65.04K,0.88%
2012年7月29日,812.88,801.38,814.88,799.88,-,1.80%
2012年7月27日,798.5,781.25,801,776.5,61.02K,2.21%
2012年7月26日,781.25,790.5,799.5,776.25,67.84K,-1.67%
2012年7月25日,794.5,790,805.75,781.75,76.02K,0.57%
2012年7月24日,790,814,815.5,774,83.14K,-2.95%
2012年7月23日,814,823,824,795.25,74.14K,-0.53%
2012年7月22日,818.38,823.13,823.75,813.38,-,-0.74%
2012年7月20日,824.5,806.75,828.75,799.5,112.77K,2.07%
2012年7月19日,807.75,793,816.75,790.25,104.66K,1.60%
2012年7月18日,795,780,797,763.5,91.95K,1.99%
2012年7月17日,779.5,790,796.5,767,86.97K,0.35%
2012年7月16日,776.75,750,780.5,749.25,86.53K,1.35%
2012年7月15日,766.38,749.88,767.63,749.75,-,1.41%
2012年7月13日,755.75,781,794,754,1.09K,-2.01%
2012年7月12日,771.25,757.75,782.75,750,2.49K,2.73%
2012年7月11日,750.75,760.5,785.25,732.25,3.85K,-1.35%
2012年7月10日,761,773.5,778,757.5,3.97K,-1.84%
2012年7月9日,775.25,751.25,786.75,751.25,4.32K,8.64%
2012年7月8日,713.63,709.63,718.38,709.63,-,-3.99%
2012年7月6日,743.25,764.5,766,732,5.22K,-3.22%
2012年7月5日,768,735,776.75,732.5,8.33K,6.85%
2012年7月3日,718.75,702.5,724,698,6.08K,3.79%
2012年7月2日,692.5,682,696,679.75,7.75K,5.36%
2012年7月1日,657.25,627.5,657.38,627.5,-,-2.27%
2012年6月29日,672.5,653,676.25,650,29.44K,3.14%
2012年6月28日,652,649.25,663,644,79.78K,0.38%
2012年6月27日,649.5,645.5,670,641.25,84.51K,0.54%
2012年6月26日,646,633.75,652.5,629.5,115.94K,2.38%
2012年6月25日,631,602.75,631,602.75,113.32K,10.15%
2012年6月24日,572.88,565.88,573.25,565.88,-,-3.07%
2012年6月22日,591,589,600.5,588,110.74K,0.77%
2012年6月21日,586.5,610,611.5,586.5,159.27K,-4.13%
2012年6月20日,611.75,610.5,616.75,605,112.77K,-0.12%
2012年6月19日,612.5,602.75,617,600.25,140.80K,2.17%
2012年6月18日,599.5,584.75,607.25,576.25,136.34K,2.57%
2012年6月17日,584.5,583,584.88,583,-,0.86%
2012年6月15日,579.5,600,605,579.25,153.42K,-3.66%
2012年6月14日,601.5,592,608.5,591.75,144.14K,1.52%
2012年6月13日,592.5,582.25,602,575.5,214.59K,1.46%
2012年6月12日,584,595,599,575.5,153.11K,-1.35%
2012年6月11日,592,598.5,603.75,588.75,139.08K,-1.29%
2012年6月10日,599.75,598.75,600.5,598.5,-,0.29%
2012年6月8日,598,593,605.5,585.25,155.16K,0.67%
2012年6月7日,594,585.75,601.5,584.5,161.00K,1.32%
2012年6月6日,586.25,569.25,586.5,569,129.37K,3.30%
2012年6月5日,567.5,568,575.75,560.5,155.72K,-0.09%
2012年6月4日,568,560.25,569.5,557.75,91.84K,1.56%
2012年6月3日,559.25,560.13,560.38,559.25,-,1.41%
2012年6月1日,551.5,557.75,579.5,551,177.03K,-0.68%
2012年5月31日,555.25,560,564,553.75,153.34K,-0.76%
2012年5月30日,559.5,563.75,568.25,553.5,148.99K,-0.53%
2012年5月29日,562.5,580,583.75,557,177.67K,-2.77%
2012年5月25日,578.5,583,589.5,573.25,147.04K,0.00%
2012年5月24日,578.5,605.25,609,576.75,184.18K,-4.14%
2012年5月23日,603.5,601.25,611,588.5,165.57K,1.09%
2012年5月22日,597,629,634.75,595,188.94K,-5.69%
2012年5月21日,633,638.25,644.5,628.75,128.31K,-1.04%
2012年5月20日,639.63,640.13,640.5,638.38,-,0.65%
2012年5月18日,635.5,622.75,638.5,619.5,167.43K,1.68%
2012年5月17日,625,619,626.5,616,131.64K,0.81%
2012年5月16日,620,597,620.75,590.75,153.38K,3.81%
2012年5月15日,597.25,582.5,597.75,581.5,113.59K,-1.77%
2012年5月14日,608,616,624.5,608.5,0.35K,4.00%
2012年5月13日,584.63,582.13,585.75,581.25,-,-3.84%
2012年5月11日,608,626,629.5,600,1.77K,-2.80%
2012年5月10日,625.5,647.25,652.5,621,1.54K,-2.46%
2012年5月9日,641.25,666.5,666.75,639.75,1.29K,-3.72%
2012年5月8日,666,669.25,685.75,664.25,3.09K,0.15%
2012年5月7日,665,663.25,669.75,658.75,4.52K,7.41%
2012年5月6日,619.13,615.88,619.25,615.88,-,-6.51%
2012年5月4日,662.25,652,674,647.25,4.70K,1.77%
2012年5月3日,650.75,645.25,654,640,3.67K,1.32%
2012年5月2日,642.25,659,659,640.25,6.91K,-2.65%
2012年5月1日,659.75,659.25,665.5,651,13.60K,-0.08%
2012年4月30日,660.25,652.25,662,644,27.35K,5.07%
2012年4月29日,628.38,625.13,628.38,625.13,-,-3.77%
2012年4月27日,653,625.25,655.5,624.25,88.00K,4.65%
2012年4月26日,624,614,627,609.75,104.60K,2.13%
2012年4月25日,611,617.25,627.25,610.5,101.00K,-1.17%
2012年4月24日,618.25,622.25,632,615.5,92.63K,-0.68%
2012年4月23日,622.5,613.25,622.5,610.25,73.63K,3.21%
2012年4月22日,603.13,603.38,603.38,600.13,-,-1.53%
2012年4月20日,612.5,621,628.5,609.5,102.92K,-1.37%
2012年4月19日,621,603.75,623,603.5,104.32K,3.20%
2012年4月18日,601.75,617,618.25,599.5,184.23K,-2.43%
2012年4月17日,616.75,623,628,615.75,122.02K,-1.04%
2012年4月16日,623.25,626.75,629,621,125.99K,-0.36%
2012年4月15日,625.5,626.63,626.88,623.38,-,-0.60%
2012年4月13日,629.25,640,641.75,624.25,187.48K,-1.29%
2012年4月12日,637.5,637,644.5,636.5,191.73K,0.24%
2012年4月11日,636,636.5,639.75,630.75,183.53K,0.20%
2012年4月10日,634.75,649.5,653.75,634.5,235.17K,-2.20%
2012年4月9日,649,656,664.25,648.5,150.88K,-2.02%
2012年4月8日,662.38,655.88,663.63,655.88,-,0.63%
2012年4月5日,658.25,657,663.25,654.75,130.48K,0.23%
2012年4月4日,656.75,661,663.75,650.75,158.82K,-0.23%
2012年4月3日,658.25,654,666,652,185.19K,0.50%
2012年4月2日,655,649.5,659.5,646.5,213.27K,0.10%
2012年4月1日,654.38,649.13,654.88,648.88,-,1.61%
2012年3月30日,644,605,644,604,223.68K,6.62%
2012年3月29日,604,620.25,623.5,603,215.04K,-2.62%
2012年3月28日,620.25,630.5,634.75,619,191.25K,-1.66%
2012年3月27日,630.75,638,644.5,630.5,157.25K,-1.10%
2012年3月26日,637.75,646.25,656,637.25,178.91K,-0.64%
2012年3月25日,641.88,646.75,647.25,641.88,-,-0.72%
2012年3月23日,646.5,645.5,652,642.25,102.99K,0.31%
2012年3月22日,644.5,643.5,647.5,636.75,127.94K,0.39%
2012年3月21日,642,647.25,651,641.5,135.89K,-0.85%
2012年3月20日,647.5,663.25,663.5,643.25,188.01K,-2.41%
2012年3月19日,663.5,673,675.75,662,114.88K,-1.72%
2012年3月18日,675.13,673.13,675.38,673.13,-,0.32%
2012年3月16日,673,668,673.75,665.75,124.65K,0.60%
2012年3月15日,669,658.75,673,658,171.30K,-0.07%
2012年3月14日,669.5,672.25,678,665,1.83K,-0.67%
2012年3月13日,674,670.25,678.5,668.5,1.89K,0.37%
2012年3月12日,671.5,653,673,652.5,2.51K,4.33%
2012年3月11日,643.63,644.25,644.25,641.88,-,-1.59%
2012年3月9日,654,644.75,660.75,642,1.45K,1.40%
2012年3月8日,645,643,650,639.25,5.70K,0.19%
2012年3月7日,643.75,657.75,659.5,642.25,5.37K,-2.17%
2012年3月6日,658,665.5,666,656,6.83K,-1.24%
2012年3月5日,666.25,659,671,655.5,10.01K,1.10%
2012年3月2日,659,653,660,648,14.15K,0.80%
2012年3月1日,653.75,655.75,657.5,649.5,18.08K,-0.42%
2012年2月29日,656.5,653,659,651.25,48.75K,0.46%
2012年2月28日,653.5,642.5,654,642,117.50K,1.40%
2012年2月27日,644.5,638.5,645.75,633,146.78K,0.59%
2012年2月24日,640.75,638.5,641.5,634.5,116.01K,0.20%
2012年2月23日,639.5,638.25,643.5,633.25,145.32K,0.20%
2012年2月22日,638.25,630,639.5,625.75,159.55K,1.39%
2012年2月21日,629.5,643.25,645,625.25,201.44K,-1.91%
2012年2月17日,641.75,635.5,646.75,635.25,148.47K,0.86%
2012年2月16日,636.25,627,637,621.75,185.50K,1.48%
2012年2月15日,627,633.5,638.5,625.25,171.77K,-1.03%
2012年2月14日,633.5,639,640.5,631.5,193.53K,-0.94%
2012年2月13日,639.5,634.5,643.5,632.75,220.98K,1.23%
2012年2月10日,631.75,636.5,638.75,628.25,162.80K,-0.82%
2012年2月9日,637,641.75,652,632.75,249.28K,-0.86%
2012年2月8日,642.5,642,648.75,632,226.02K,0.04%
2012年2月7日,642.25,643,645,639.25,168.54K,-0.31%
2012年2月6日,644.25,641,648.5,639.25,124.19K,-0.04%
2012年2月3日,644.5,642.5,646.5,638,127.34K,0.23%
2012年2月2日,643,641.75,647,634.25,165.10K,0.16%
2012年2月1日,642,639,650,638,165.56K,0.47%
2012年1月31日,639,632.25,642,631,213.39K,1.15%
2012年1月30日,631.75,639.5,642.75,627.5,145.76K,-1.56%
2012年1月27日,641.75,633.5,642.25,631,142.34K,1.14%
2012年1月26日,634.5,634.25,645.75,633.25,188.12K,0.00%
2012年1月25日,634.5,629.5,638,625.5,181.60K,0.67%
2012年1月24日,630.25,619.5,636,614.5,218.95K,1.65%
2012年1月23日,620,613.5,621.25,612,163.20K,1.39%
2012年1月20日,611.5,606,613.75,601.25,145.65K,0.91%
2012年1月19日,606,594,607,593.75,185.39K,2.11%
2012年1月18日,593.5,605.25,606.5,592.5,196.01K,-1.74%
2012年1月17日,604,608.75,608.75,602,142.02K,0.75%
2012年1月13日,599.5,608.5,614.75,598.5,203.51K,-1.96%
2012年1月12日,611.5,651,659.5,611.5,147.20K,-6.14%
2012年1月11日,651.5,651.5,655.5,646,189.87K,-0.08%
2012年1月10日,652,651.5,657.5,648,151.82K,0.00%
2012年1月9日,652,643,663,642.75,178.66K,1.32%
2012年1月6日,643.5,642,649.5,640.25,138.31K,0.00%
2012年1月5日,643.5,658,659.75,639.5,184.87K,-2.28%
2012年1月4日,658.5,658,661.75,653.5,142.01K,0.00%
2012年1月3日,658.5,662,664.25,653,158.65K,1.76%
2012年1月2日,647.13,647.13,647.13,647.13,-,0.10%
2011年12月30日,646.5,637.25,648.5,635.25,90.62K,1.33%
2011年12月29日,638,640,645.75,635.25,99.96K,-0.70%
2011年12月28日,642.5,632,646.25,630.25,117.49K,1.46%
2011年12月27日,633.25,625,636.75,624.75,91.82K,2.12%
2011年12月26日,620.13,620.13,620.13,620.13,-,0.00%
2011年12月25日,620.13,620.13,620.13,620.13,-,0.10%
2011年12月23日,619.5,616.25,621.75,614.25,67.76K,0.32%
2011年12月22日,617.5,615.5,625,611.5,122.67K,0.16%
2011年12月21日,616.5,606,619,601,116.72K,1.57%
2011年12月20日,607,600,608.5,596.25,108.19K,1.00%
2011年12月19日,601,586.25,604,584.25,146.07K,3.09%
2011年12月16日,583,578.5,587.5,577.5,115.01K,0.69%
2011年12月15日,579,580.75,584,576.25,131.72K,-0.17%
2011年12月14日,580,588.25,590.75,577,0.47K,-1.44%
2011年12月13日,588.5,585.75,592,583.5,2.56K,0.51%
2011年12月12日,585.5,584,588.5,576.5,2.34K,-1.33%
2011年12月11日,593.38,593.38,593.38,593.38,-,1.35%
2011年12月9日,585.5,589,593,576.25,2.34K,-0.76%
2011年12月8日,590,582,591.5,575,2.78K,1.33%
2011年12月7日,582.25,586,588.75,578.25,3.38K,-0.51%
2011年12月6日,585.25,580.25,586,570,7.53K,0.86%
2011年12月5日,580.25,588.25,593.75,580,8.57K,-1.07%
2011年12月2日,586.5,595.5,598.25,585.25,15.52K,-1.39%
2011年12月1日,594.75,602,606,590.75,19.07K,-1.08%
2011年11月30日,601.25,597.75,609.75,588.25,50.38K,0.54%
2011年11月29日,598,591.75,605.5,588.25,178.80K,1.06%
2011年11月28日,591.75,586,596.25,586,180.76K,1.59%
2011年11月25日,582.5,588.25,594.5,580.5,103.20K,-1.06%
2011年11月23日,588.75,600,601.25,584.25,167.58K,-1.71%
2011年11月22日,599,598.25,601.5,594.25,185.10K,0.21%
2011年11月21日,597.75,610,611.25,593.25,167.11K,-2.05%
2011年11月18日,610.25,614.5,617.25,601.5,189.17K,-0.69%
2011年11月17日,614.5,641,641.75,610.25,202.45K,-4.40%
2011年11月16日,642.75,644.25,648,636.75,183.22K,-0.43%
2011年11月15日,645.5,633.5,645.75,631.25,188.18K,1.89%
2011年11月14日,633.5,638,644.75,630.25,191.85K,-0.78%
2011年11月11日,638.5,646,650.5,634,192.17K,-1.08%
2011年11月10日,645.5,654.5,662,645,243.31K,-1.60%
2011年11月9日,656,660.25,666,646.75,328.58K,-0.68%
2011年11月8日,660.5,653,664,652,229.36K,1.11%
2011年11月7日,653.25,654.75,656.5,648,206.94K,-0.38%
2011年11月4日,655.75,653,657.5,644.5,155.02K,0.34%
2011年11月3日,653.5,644.75,658.5,640.75,152.17K,1.32%
2011年11月2日,645,653.25,659.5,640.5,190.37K,-1.41%
2011年11月1日,654.25,646.25,660.25,631.5,211.74K,1.12%
2011年10月31日,647,653.75,655.75,638,144.05K,-1.24%
2011年10月30日,655.13,653.75,655.13,653.63,-,0.02%
2011年10月28日,655,651,657,645.25,154.27K,0.54%
2011年10月27日,651.5,637.75,657.5,637.75,167.40K,2.24%
2011年10月26日,637.25,649.5,655.5,633,164.23K,-2.07%
2011年10月25日,650.75,650,658.5,647,140.10K,-0.04%
2011年10月24日,651,647,661.75,646.5,129.06K,0.12%
2011年10月23日,650.25,646.88,651.38,646.88,-,0.15%
2011年10月21日,649.25,649,665.5,646.5,190.05K,-0.04%
2011年10月20日,649.5,638.25,651,632,161.40K,1.72%
2011年10月19日,638.5,645,651.25,637.5,164.06K,-0.85%
2011年10月18日,644,639.75,646.75,630.25,181.88K,0.55%
2011年10月17日,640.5,641.75,647,635.25,139.59K,-0.10%
2011年10月16日,641.13,641.88,644.38,640.13,-,0.18%
2011年10月14日,640,638,648.5,632.25,180.77K,0.27%
2011年10月13日,638.25,640.75,643,622,173.04K,-0.39%
2011年10月12日,640.75,646.25,655,628.75,205.61K,-0.66%
2011年10月11日,645,606.75,645,599.75,230.41K,6.61%
2011年10月10日,605,599.25,618.5,598.5,135.54K,0.27%
2011年10月9日,603.38,599.38,603.88,598.63,-,0.56%
2011年10月7日,600,605.5,607.5,596.25,117.65K,-0.91%
2011年10月6日,605.5,605.5,617,604,161.05K,0.00%
2011年10月5日,605.5,592.25,607.75,591,151.22K,3.02%
2011年10月4日,587.75,592.5,593.75,577,206.07K,-0.80%
2011年10月3日,592.5,590,598.75,572.25,236.40K,1.07%
2011年10月2日,586.25,589.75,590.63,585.13,-,-1.05%
2011年9月30日,592.5,634.25,636,592.5,204.01K,-6.32%
2011年9月29日,632.5,631,638.25,623,163.10K,0.28%
2011年9月28日,630.75,650,650.75,628.75,193.17K,-3.30%
2011年9月27日,652.25,653,666.25,646,187.26K,0.66%
2011年9月26日,648,645.75,653.25,630,156.89K,0.48%
2011年9月25日,644.88,645.88,646.63,642.88,-,1.00%
2011年9月23日,638.5,652.75,658.75,638,197.95K,-1.77%
2011年9月22日,650,682,682,647.5,244.19K,-5.21%
2011年9月21日,685.75,690,697.5,685,122.49K,-0.65%
2011年9月20日,690.25,697.25,704.5,690.25,146.46K,-0.29%
2011年9月19日,692.25,691.5,694.5,676.5,195.62K,0.22%
2011年9月18日,690.75,691.63,691.88,689.63,-,-0.18%
2011年9月16日,692,701.75,707.25,691.75,170.55K,-1.28%
2011年9月15日,701,725,725,700.25,197.87K,-1.68%
2011年9月14日,713,711,717,705,2.54K,0.53%
2011年9月13日,709.25,735,736.25,705,1.59K,-3.40%
2011年9月12日,734.25,726,736.5,717,1.40K,-0.31%
2011年9月11日,736.5,737.13,737.13,733.38,-,1.45%
2011年9月9日,726,723,729,719.75,2.14K,0.38%
2011年9月8日,723.25,737.25,739.75,721.75,3.78K,-1.80%
2011年9月7日,736.5,748.25,756,733.5,7.22K,-1.37%
2011年9月6日,746.75,742.5,749.5,734.75,4.54K,-0.38%
2011年9月5日,749.63,759.88,759.88,747.38,-,-0.08%
2011年9月2日,750.25,733.75,753,730.25,8.45K,2.95%
2011年9月1日,728.75,756.5,757,727.75,19.58K,-3.80%
2011年8月31日,757.5,763.25,764.25,756,43.83K,-0.79%
2011年8月30日,763.5,756.75,765.5,746.75,95.76K,0.96%
2011年8月29日,756.25,751.75,765.5,751.5,87.51K,-0.35%
2011年8月28日,758.88,751.75,758.88,751.75,-,0.85%
2011年8月26日,752.5,731,755.5,729.25,112.30K,2.77%
2011年8月25日,732.25,730.5,736,723.5,65.83K,0.07%
2011年8月24日,731.75,730,737,727.5,58.96K,0.21%
2011年8月23日,730.25,723.5,731,720,61.95K,1.35%
2011年8月22日,720.5,715.5,722.25,711.5,61.30K,1.12%
2011年8月21日,712.5,715.13,715.63,711.38,-,0.21%
2011年8月19日,711,699,714.25,693,44.84K,1.72%
2011年8月18日,699,710.5,711,695,59.93K,-1.76%
2011年8月17日,711.5,713,720.5,708.25,56.83K,-0.35%
2011年8月16日,714,707,715,700,66.02K,0.95%
2011年8月15日,707.25,703.75,711.75,702.75,53.44K,-0.19%
2011年8月14日,708.63,703.5,708.63,703.5,-,0.98%
2011年8月12日,701.75,702,707.75,697.5,90.19K,-0.11%
2011年8月11日,702.5,676.75,708,676,98.67K,3.61%
2011年8月10日,678,682.75,689.25,676.25,83.00K,-0.04%
2011年8月9日,678.25,673,687.75,658.5,99.67K,0.44%
2011年8月8日,675.25,680.75,691,670.5,90.01K,-1.62%
2011年8月7日,686.38,680.75,689.88,679.38,-,-0.96%
2011年8月5日,693,688,699.75,679,104.99K,-0.11%
2011年8月4日,693.75,705.25,706,681.75,84.61K,-1.74%
2011年8月3日,706,711,714.25,700.5,88.52K,-0.74%
2011年8月2日,711.25,680.25,711.25,677,99.78K,4.40%
2011年8月1日,681.25,668.5,684,665.25,70.41K,1.89%
2011年7月31日,668.63,668.5,669.88,665.38,-,0.47%
2011年7月29日,665.5,684,684.5,662.25,78.72K,-2.46%
2011年7月28日,682.25,690.25,690.5,680,80.12K,-1.34%
2011年7月27日,691.5,689.5,693,677,70.66K,0.25%
2011年7月26日,689.75,682.25,690.5,675.5,56.59K,1.62%
2011年7月25日,678.75,678.25,683.75,671.75,44.74K,-0.07%
2011年7月24日,679.25,678.38,681.75,675.63,-,-1.56%
2011年7月22日,690,679.25,691,672.75,70.37K,1.58%
2011年7月21日,679.25,687.5,690.5,670.75,59.58K,-1.27%
2011年7月20日,688,698.25,708.75,685.75,55.66K,-1.43%
2011年7月19日,698,703.25,723.5,696.5,77.85K,0.25%
2011年7月18日,696.25,701.75,703.25,683,54.83K,1.24%
2011年7月17日,687.75,701.88,703.13,686.38,-,-1.93%
2011年7月15日,701.25,690.75,711,686.75,72.34K,-2.13%
2011年7月14日,716.5,724,742,711.5,0.76K,-1.41%
2011年7月13日,726.75,702,740,702,1.85K,4.27%
2011年7月12日,697,682,713.5,667,2.62K,2.27%
2011年7月11日,681.5,672.5,681,663.5,3.07K,5.88%
2011年7月10日,643.63,643.88,644.88,642.63,-,-4.26%
2011年7月8日,672.25,652.5,672,652.5,3.03K,3.42%
2011年7月7日,650,648.25,668,647.5,5.51K,0.19%
